city,x,y,terrain
1,108,181,1.6601743599476848
2,39,173,1.8700056019717075
3,117,149,1.8926238992440567
4,185,82,1.6265117420554773
5,195,86,1.4084892954280006
6,53,169,1.104129472443775
7,4,7,0.8457333021281661
8,198,162,1.3752002071875213
9,25,63,1.4297313928033455
10,110,73,0.873114780601431
11,13,23,0.782172759381218
12,80,136,1.49557205626847
13,196,47,1.5839894057703106
14,31,197,1.3699897924339202
15,145,175,1.7672240898876501
16,147,116,0.611225026392541
17,179,92,1.7315731027768173
18,159,57,0.6600839051410354
19,171,79,1.0376466266918767
20,140,56,1.21139567788922
21,55,59,1.0925588455562076
22,112,99,1.8289459906509087
23,154,72,0.6791588644734008
24,103,176,1.7998372465200152
25,123,124,1.7998184336196235
26,186,172,0.5489452995052565
27,84,109,0.5566312015247187
28,125,183,0.9477503949974566
29,1,166,1.7190239337599604
30,67,98,1.7632701069870818
31,137,194,1.7431029795246722
32,9,19,1.3210139056251555
33,143,2,1.885133168903503
34,115,10,1.7425391704360753
35,40,147,1.6396158286953697
36,98,17,1.210932618458151
37,139,147,1.862769162434569
38,172,125,1.3568738789267594
39,121,200,0.6685145474045016
40,96,116,0.5482307089932212
41,172,86,1.4051549661461173
42,184,41,1.9770959365933551
43,130,106,1.9872875104670067
44,184,41,0.7310979095468562
45,9,50,0.8193429435116666
46,41,72,1.1129773894636554
47,39,170,0.7863303563725967
48,61,184,1.737703568207441
49,133,188,1.857807952616749
50,176,193,1.5564770829265033
51,180,25,1.5485923976052507
52,188,124,1.7080346277816045
53,78,1,1.0420021497226377
54,187,197,0.5429000687174463
55,23,69,0.6690349141941785
56,151,93,1.963038045350543
57,139,139,0.5227226036896975
58,28,189,1.9456554278945517
59,2,132,0.92773901791854
60,166,176,1.3133517496552527
61,138,85,1.3288251844411776
62,152,81,0.920952820538735
63,157,84,1.079606732956862
64,32,137,0.9234497057327395
65,25,12,1.2483835579414633
66,137,29,0.946578597961491
67,22,123,1.6484531343670232
68,196,179,0.6884016674361388
69,164,163,1.6998647162684883
70,122,36,0.6295970772232167
71,117,161,1.3630222933194132
72,33,91,1.4929705576304486
73,88,70,1.8506377740316522
74,19,57,1.1461332456238265
75,63,37,1.2304898269585332
76,17,9,0.9388189336798205
77,175,77,1.4371114768526394
78,26,152,1.83520575297679
79,23,83,1.7948559170542848
80,26,185,0.6821702057569863
81,3,105,1.810125329715414
82,139,43,1.8879973093701867
83,188,101,0.5978294335887901
84,170,28,0.6486116967903209
85,110,11,1.4472111452774619
86,65,159,1.4936066698849726
87,55,152,1.0319741861837597
88,154,83,0.8762607008329996
89,200,166,1.568373810584937
90,151,27,1.3903198367674903
91,109,72,1.776560352503102
92,77,109,1.631996506840526
93,182,156,1.760887457606675
94,58,132,1.8399660148010049
95,73,11,1.132295289462219
96,30,155,1.772832839354514
97,141,43,0.8256017848589547
98,155,86,1.8467013919432766
99,27,66,0.5326905277701336
100,43,102,0.5767294220599136
101,72,77,1.8860318673857723
102,197,84,1.8312839939349237
103,73,145,1.2879806411750896
104,164,151,1.6671983303292848
105,105,150,0.9087208724595293
106,137,137,0.7649359457282394
107,28,187,1.658834513629476
108,171,108,0.8431091065946003
109,15,75,0.6400372128829002
110,119,144,0.8993887991927054
111,19,46,1.7322257510954648
112,113,64,1.0502023636297375
113,84,175,0.5545326132894046
114,193,62,1.0542408509153463
115,18,71,1.5945279725062809
116,164,13,1.3949689698811811
117,129,198,0.8489453946818374
118,133,97,0.6151949262488492
119,196,173,0.6719045691277922
120,69,75,1.305491811494217
121,186,112,0.5404594009237318
122,42,161,0.8055326891866066
123,74,77,1.2293016404446182
124,184,93,1.5694713497595791
125,176,91,1.7187536118565983
126,194,173,1.5850015321283588
127,25,43,1.8403896825908528
128,167,86,1.6601433500264215
129,14,82,1.601993801273886
130,8,33,1.8988619554533792
131,186,200,0.9080980464795687
132,99,89,1.2867866555628886
133,108,51,1.0432517642979169
134,81,101,1.511415041903482
135,145,131,1.9938896202604435
136,84,176,0.8733389096782076
137,14,111,0.7911006924894288
138,102,29,1.8270999479471943
139,133,82,1.7901845669220344
140,10,136,1.9285788974238676
141,132,17,0.8901750270174178
142,92,67,0.5808513759538346
143,175,193,1.3878493411520072
144,108,77,1.4355747548754652
145,20,107,0.7661060295123956
146,74,158,1.9346672914343868
147,125,30,1.0735287788194567
148,192,105,1.1370073420656281
149,182,80,1.3177977369889935
150,64,99,1.9430379444535673
151,136,64,0.6994164053082104
152,132,58,1.2433525092379971
153,158,62,1.9856144792586088
154,142,154,0.637114561136968
155,199,57,1.8444841766861577
156,50,59,0.7706069198623553
157,67,175,0.5507657289565722
158,161,183,0.6493684068735869
159,148,63,1.1725378486923743
160,81,24,1.8159688925629145
161,2,191,1.7398706966208908
162,20,174,0.6814259597613492
163,163,148,0.709425964821865
164,115,78,1.2093265942275788
165,43,199,1.1830058513918345
166,75,58,1.0613545481412971
167,17,15,1.8480892005776592
168,142,24,0.5092480187331128
169,71,95,0.554065980036172
170,51,128,1.6784444290636111
171,20,172,1.0095933429939261
172,68,154,1.2880160800854286
173,185,13,1.3071063917907932
174,127,28,0.793240749630448
175,67,78,1.6437899958006834
176,186,77,0.5834165021328841
177,30,188,0.9298337872856482
178,75,199,1.5220816475538246
179,183,168,1.1132167934828319
180,134,31,0.819997579417139
181,135,107,1.1785151729753744
182,183,72,1.2689329280021362
183,46,191,1.0370741081807577
184,127,93,1.2237783784480665
185,75,79,0.8717069198046963
186,26,30,1.0592426677304876
187,154,8,1.2989184634784774
188,70,114,0.844880934544066
189,181,49,1.8117674293960302
190,89,30,0.9628765932590417
191,187,38,1.365428310087042
192,43,115,0.6422355635956725
193,141,177,1.7580447303620603
194,100,124,1.7393792561320547
195,187,9,1.049045063522329
196,160,181,0.5693449708675429
197,47,184,0.8780403613878689
198,122,18,0.7616417581916559
199,173,162,1.0995645693406753
200,82,147,1.0360636984618374
