city,x,y,terrain
1,26,6,0.977461086511183
2,8,8,1.5628150772735936
3,6,30,0.5390462103895466
4,9,21,1.506051804572684
5,21,25,1.416525795164581
6,28,17,0.9812850812741366
7,11,23,1.9762535933970877
8,9,15,0.5234357713341027
9,8,5,0.6898770075458398
10,4,10,1.7635998221879778
11,20,23,0.750144771899369
12,7,1,1.3729155539784355
13,30,2,0.5402688398735991
14,21,6,1.7551071447343216
15,7,14,0.8146745566379997
16,3,7,1.269931921792772
17,15,26,1.507726903116867
18,5,4,1.4188383578401358
19,10,19,0.6479629080649926
20,24,13,0.9753479098773243
21,8,14,1.6548556106872954
22,26,29,1.428018920760033
23,28,1,1.9247798129917049
24,13,4,1.9504741156072831
25,6,10,0.6286111812904793
26,2,5,1.2653646896571464
27,22,15,1.626538180458491
28,29,20,1.3993060226660738
29,2,30,0.5825162488927347
30,13,5,1.4778794563080788
