city,x,y,terrain
1,18,50,1.8214205770895475
2,17,25,1.8726674397034009
3,46,10,1.0314783726025034
4,1,32,1.7440753873971664
5,23,23,1.8352075876865581
6,27,46,1.2616235779728027
7,7,44,1.1623906896335923
8,36,31,0.550929926166557
9,34,43,1.570455041640096
10,33,28,1.2880035167452553
11,22,24,1.2519111395843938
12,48,16,1.5258014865414409
13,47,25,1.6558472605046994
14,34,27,1.0413201737644275
15,28,48,0.7146541521046271
16,15,47,1.6518170412201858
17,14,31,1.665206693372785
18,38,13,1.414922218823129
19,38,15,1.4454078959920136
20,40,24,1.4204031497546417
21,37,31,0.6728299007647383
22,1,39,1.1905321124228136
23,7,3,1.1652249684285794
24,4,21,1.466289294203569
25,42,41,1.19584495142239
26,26,37,1.8399709658234933
27,49,4,0.9270306640753595
28,16,25,0.739331882268372
29,45,31,1.2369671242916995
30,45,5,0.5105050647877858
31,6,23,1.937791571945762
32,20,36,0.9336954984217191
33,50,46,0.7390426337867892
34,45,15,1.3618411270102722
35,1,23,0.7870551062765736
36,48,40,0.9317649355200325
37,16,35,1.7679058048627971
38,11,18,1.0428325762096033
39,27,1,1.7140113034905586
40,20,32,0.6225561212992293
41,45,9,0.7400633214849763
42,1,13,0.7615960534981835
43,33,19,1.3308979183900695
44,40,34,1.3563548420175195
45,43,44,0.6235697341707526
46,8,21,1.798615747161472
47,6,43,1.6387964309234533
48,39,50,1.625964122493497
49,27,38,0.5750196324036354
50,38,38,0.9342485047575291
