city,x,y,terrain
1,391,424,1.8339880371435096
2,286,262,1.991837618691907
3,343,112,1.9251645373542092
4,486,447,0.9285943333698047
5,477,158,1.3802503489916744
6,277,304,0.5436558825772548
7,111,20,1.648154452634591
8,452,213,0.5738930544389236
9,188,205,1.9836373033576906
10,370,436,1.3740158962371831
11,397,262,0.5051502141825093
12,25,176,1.643952717960905
13,383,239,0.9588418948939524
14,181,420,0.659294844279045
15,120,218,0.7887774288857485
16,79,358,0.5688580920555211
17,318,394,0.6034437756751454
18,177,226,0.5015157347439481
19,117,341,0.5775786433384079
20,393,32,0.9763735636033877
21,351,109,0.7168390896118637
22,385,244,0.5195530601468499
23,120,280,1.0393967575920553
24,1,429,1.8873390344421004
25,360,63,1.257746583841318
26,320,69,1.0631845228101817
27,434,254,1.7657730541165744
28,357,347,1.1755124071070837
29,274,240,1.810924224904018
30,393,264,1.442054338825247
31,373,275,1.5836119850530541
32,406,27,1.0611388732797349
33,75,404,1.0814927927642257
34,100,321,1.9597459381046582
35,65,476,1.6739017104249747
36,205,489,0.8172916848584117
37,384,303,0.7035817647504017
38,301,241,0.8080227323024974
39,115,90,1.9652627154540363
40,480,453,0.5041401291677814
41,17,373,1.2136399571247547
42,388,458,1.8916761787645862
43,214,244,0.9514429172339336
44,399,47,0.6312020952871937
45,104,187,1.0222886045010222
46,307,255,0.6126929419875434
47,185,387,1.2828874318447143
48,91,99,0.9539595893987229
49,232,267,0.8563750239381038
50,148,221,1.7022456322468735
51,100,317,1.847870621557863
52,421,204,1.1732612097622488
53,21,451,1.2583905007208802
54,134,435,0.5484563240783102
55,261,113,0.8635491270540869
56,338,491,1.465448698557918
57,412,93,1.004523688703171
58,383,476,0.9305984729626327
59,278,456,0.6185441111160175
60,84,319,1.1224778061480538
61,7,296,1.322241329500587
62,113,134,1.810309547807657
63,218,68,1.021782234489438
64,216,477,1.4882607498384794
65,462,422,1.570329429303494
66,430,461,1.8107067924895022
67,414,142,1.5986350393825537
68,232,335,1.3760856606340732
69,341,340,1.483435524560183
70,342,70,1.9246921346677557
71,45,158,0.6681328717530022
72,476,92,1.3899515143783268
73,298,304,0.9868633539157878
74,39,165,1.9391012622092247
75,117,147,1.9991350899596925
76,63,56,1.8420330523941448
77,230,476,1.8181688019912912
78,184,217,1.6027808293412968
79,477,416,1.651820682006425
80,134,306,0.5118631539619873
81,184,370,1.682930952155985
82,417,430,0.5114660649510021
83,31,113,1.9163488815408805
84,357,9,0.9219281656961462
85,309,278,1.7530837373365142
86,312,199,1.1587486320152431
87,221,242,1.0545764486223326
88,297,384,1.5648930660949822
89,369,62,1.706627260870269
90,52,308,1.573958019611845
91,333,259,1.3332167739024312
92,487,211,1.788249577527422
93,27,166,1.6627489121740238
94,380,20,1.0848811077618472
95,234,99,0.9207675900948723
96,357,56,1.5558053277820052
97,210,23,0.5169288534501884
98,419,213,1.1479977973359634
99,442,489,1.3026949883732286
100,332,3,1.436089766394261
101,169,221,1.0239004860936798
102,129,209,1.3592379438212352
103,210,387,1.9097032656010426
104,280,72,1.1694807271535637
105,394,24,0.9240947853223878
106,274,396,1.239422610570753
107,422,285,1.6399097059683883
108,331,90,1.0839453131216503
109,223,212,0.7825838300191488
110,285,7,0.6281663988594106
111,106,164,0.6880674172505381
112,142,205,1.9201066147723638
113,337,430,0.5969897582579289
114,143,272,1.9826040319156482
115,76,35,1.417649780399428
116,103,264,1.519283182901547
117,191,198,0.9866758981796245
118,32,129,1.9893075763218873
119,452,279,1.1976171623210432
120,423,136,1.8858169458388063
121,221,39,0.8345483921891287
122,111,76,1.496747764073136
123,297,141,1.6314613623934204
124,357,268,1.9601962730785893
125,347,245,0.9607639177483482
126,226,298,1.4469421892409844
127,325,500,1.9746256615023867
128,336,377,1.1928804025499764
129,322,280,0.8694523106229142
130,385,276,1.9623136021573393
131,39,330,1.9836181337498426
132,256,238,1.3931272906242653
133,15,192,1.3900666413515423
134,411,241,1.6689728360655844
135,4,205,1.748188182390282
136,357,320,1.5095877191984168
137,156,134,1.7530744436888361
138,328,355,1.6419244145079677
139,256,287,1.836721012305773
140,305,22,1.5241477148085618
141,494,117,1.0078235055786222
142,16,371,1.0574217345081922
143,211,136,1.1100986457272226
144,193,143,1.3532801975270903
145,233,221,0.5606541030925907
146,482,310,0.5007158131161041
147,265,276,1.3064631048651059
148,238,184,0.6422015966303227
149,337,239,1.2872722208878642
150,256,233,1.8171493891298383
151,277,185,1.2009405746771589
152,83,180,1.9442596963661658
153,35,429,1.9019514014301457
154,352,271,1.5038943818540906
155,237,256,1.6473454156481373
156,439,93,1.848888782495202
157,455,299,1.1449873856499933
158,13,145,1.060638863958309
159,458,488,0.7728553010610038
160,8,392,1.957845922911069
161,108,87,0.5385710649235398
162,8,481,1.683982140517551
163,430,21,1.7111953518876135
164,62,332,1.4774719309063693
165,68,309,0.8371594395054793
166,446,432,1.089194303589864
167,343,315,0.5546403726861453
168,234,232,1.646284874133763
169,305,272,0.9595212521026044
170,359,106,1.5018017176202205
171,144,267,1.894837776194658
172,149,109,1.5817475751398484
173,177,448,0.5868377419317703
174,290,190,1.4696288723893411
175,366,306,1.0253763889952867
176,95,295,0.6636740491833214
177,260,194,0.9873346161007543
178,488,307,1.3820264550561174
179,419,172,1.9669992915369683
180,179,291,1.3059060450431887
181,320,34,1.3039704606622493
182,491,417,0.6208012042113675
183,277,337,1.5033513217863979
184,442,371,1.885659397363985
185,181,227,0.8965362473979811
186,179,293,1.6226710044942003
187,21,286,1.4030318034069666
188,170,484,1.9333914417120335
189,362,342,1.849020389944765
190,51,333,1.7150120874529977
191,393,209,1.1443549224728629
192,495,305,1.5192429830435938
193,484,421,1.3752458300061623
194,296,229,0.960524556468752
195,63,387,1.8108106140681204
196,433,97,1.6685241442161227
197,195,418,1.5882853125236305
198,375,330,0.5724057291674649
199,360,284,1.5365196267123438
200,81,390,1.7651529954514906
201,79,349,0.8192060331192313
202,189,185,1.4938043890579604
203,191,3,1.760205600686176
204,141,444,1.287400775035447
205,10,160,0.8274257599957808
206,234,369,1.5618113626873051
207,323,336,1.681059787606619
208,66,366,1.366407827043931
209,84,94,1.3571904391230745
210,253,284,1.529232309121793
211,364,335,1.9558818890396517
212,424,75,1.6762456596362454
213,28,331,0.5746010585259642
214,70,127,1.892532239578873
215,454,491,1.1146993090870683
216,422,424,0.7296413120188638
217,117,481,0.5926987263245551
218,263,462,0.7675631202586319
219,239,148,0.9178985635462423
220,310,313,0.981791922061108
221,36,441,0.5610192645049589
222,498,432,0.7949472381325607
223,208,290,1.9353241779285821
224,304,216,1.3781357565264003
225,71,72,0.5133535041034945
226,137,180,1.9633728770153562
227,88,41,0.6519318933980924
228,102,421,1.8918881239126368
229,333,427,1.5984142504506031
230,262,211,1.911134356448708
231,253,444,0.9047964500131083
232,105,305,1.5327120832037981
233,146,468,1.0860329170479484
234,156,365,1.2172733922507313
235,290,41,1.2862021030619308
236,472,349,1.7552835777513565
237,426,173,1.453164016922999
238,422,410,0.7989847636344003
239,38,34,0.5076669827019178
240,90,122,0.6508284706126644
241,314,211,0.9812879791542295
242,45,232,1.035825674931135
243,484,24,1.2547451382687635
244,453,278,1.589869262104316
245,430,353,1.9508183704898887
246,417,138,1.7049436174133312
247,275,386,1.5995880577618689
248,386,413,1.9388485504770079
249,364,47,1.0883611568452602
250,462,285,1.6368414240803724
251,26,177,1.0225967234398743
252,428,325,0.7420557797028743
253,442,468,1.2077552078927982
254,217,95,0.6165673554796725
255,291,35,1.1876893384046032
256,391,125,0.5134011717177605
257,236,170,1.7705269562659276
258,227,126,1.7115278308203006
259,150,119,0.5438569938772784
260,334,370,1.47292806772613
261,40,422,1.3687398824058266
262,187,28,1.6619823876855593
263,28,194,1.7269726691160363
264,377,420,0.571746670733479
265,329,95,0.6828854575550638
266,87,320,0.8141882062320358
267,387,445,0.8492904584527022
268,234,389,0.8418694839418882
269,38,439,1.371183761740145
270,349,31,1.2614521247836203
